/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_121.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_121.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_121.jpg,0,1,0,3.243475
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_222.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_222.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_222.jpg,0,1,0,4.414014
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_304.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_304.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_304.jpg,0,1,0,5.342772
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_401.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_401.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_401.jpg,0,1,0,6.493729
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_502.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_502.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_502.jpg,0,1,0,7.633503
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_588.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_588.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_588.jpg,0,1,0,8.537366
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_675.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_675.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_675.jpg,0,1,0,9.434166
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_747.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_747.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_747.jpg,0,1,0,10.32392
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_845.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_845.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_845.jpg,0,1,0,11.52538
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_33_964.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_33_964.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_33_964.jpg,0,1,0,12.49658
/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/center_2021_12_07_15_16_34_023.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/left_2021_12_07_15_16_34_023.jpg,/home/ythepaut/Documents/Enseignement/MASTER 1/S7 Smart Technologies/beta_simulator_linux/BCData/IMG/right_2021_12_07_15_16_34_023.jpg,0,1,0,13.32296
